rank,Youtuber, subscribers , video views ,Country,Abbreviation,channel_type,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings
799,ViralHog,"14,000,000","18,917,687,143",United States,US,Animals,"$340,900 ","$5,500,000 ","$4,100,000 ","$65,500,000 "
800,ETV Jabardasth,"14,000,000","13,542,939,513",India,IN,Comedy,"$33,400 ","$534,300 ","$400,800 ","$6,400,000 "
801,Zee Telugu,"14,000,000","12,597,067,132",India,IN,Music,$0 ,$0 ,$0 ,$0 
802,Crescendo com Luluca,"14,000,000","5,094,050,461",Brazil,BR,People,"$17,000 ","$272,200 ","$204,200 ","$3,300,000 "
803,Jazzghost,"13,900,000","5,673,347,763",Brazil,BR,Games,"$26,700 ","$426,900 ","$320,200 ","$5,100,000 "
804,karameeshchannel,"13,900,000","9,106,781,518",Jordan,JO,Music,"$21,900 ","$350,600 ","$262,900 ","$4,200,000 "
805,Darkar Company Studios,"13,900,000","2,244,318,380",United States,US,Comedy,"$1,100 ","$18,400 ","$13,800 ","$220,700 "
806,Dental Digest,"13,900,000","7,450,345,720",unknown,unknown,People,"$57,900 ","$926,200 ","$694,700 ","$11,100,000 "
807,T-Series Regional,"13,900,000","5,217,553,897",India,IN,Music,"$8,400 ","$133,900 ","$100,500 ","$1,600,000 "
808,ADEL et SAMI,"13,900,000","5,465,532,801",United States,US,Entertainment,"$6,700 ","$107,500 ","$80,600 ","$1,300,000 "
809,Jamuna TV,"13,900,000","12,129,583,055",Bangladesh,BD,Entertainment,$0 ,$0 ,$0 ,$0 
810,Atlantic Records,"13,900,000","12,513,842,343",United States,US,Music,"$24,300 ","$389,100 ","$291,900 ","$4,700,000 "
811,ýýýýýýýý ýý ýýýýýýýýýýýý,"13,900,000","8,451,754,769",United States,US,People,"$28,600 ","$457,000 ","$342,800 ","$5,500,000 "
812,Veritasium,"13,900,000","2,165,885,634",United States,US,Education,"$11,000 ","$176,600 ","$132,400 ","$2,100,000 "
813,Alexa Rivera,"13,900,000","3,193,226,072",unknown,unknown,Entertainment,"$35,700 ","$571,000 ","$428,300 ","$6,900,000 "
814,Airrack,"13,800,000","2,224,911,030",United States,US,Entertainment,"$24,900 ","$398,600 ","$299,000 ","$4,800,000 "
815,Hacksmith Industries,"13,800,000","1,820,559,912",Canada,CA,Tech,"$21,000 ","$335,800 ","$251,800 ","$4,000,000 "
816,JD Pantoja,"13,800,000","1,493,776,391",unknown,unknown,Music,"$3,400 ","$54,100 ","$40,600 ","$649,600 "
817,ýýýýýýýý/Atro,"13,800,000","2,480,957,682",Netherlands,NL,Games,"$13,800 ","$220,500 ","$165,400 ","$2,600,000 "
818,123 GO! Spanish,"13,800,000","5,019,136,690",Mexico,MX,Howto,"$6,600 ","$106,100 ","$79,600 ","$1,300,000 "
819,Geo News,"13,800,000","5,727,888,539",Pakistan,PK,News,"$25,000 ","$400,200 ","$300,200 ","$4,800,000 "
820,Kids TV India Hindi Nursery Rhymes,"13,800,000","6,646,953,396",India,IN,Education,"$19,700 ","$314,600 ","$236,000 ","$3,800,000 "
821,Think Music India,"13,800,000","11,039,343,563",India,IN,Music,"$54,300 ","$868,400 ","$651,300 ","$10,400,000 "
822,O Que Nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"13,700,000","1,967,930,734",Brazil,BR,Entertainment,"$22,000 ","$351,200 ","$263,400 ","$4,200,000 "
823,Goldmines Premiere,"13,700,000","1,973,638,757",India,IN,Film,"$9,400 ","$150,600 ","$112,900 ","$1,800,000 "
824,MAIKI021,"13,700,000","1,950,178,163",Brazil,BR,Entertainment,"$1,900 ","$29,800 ","$22,300 ","$357,000 "
825,The Vishal bhatt,"13,700,000","9,596,430,464",India,IN,Comedy,"$94,800 ","$1,500,000 ","$1,100,000 ","$18,200,000 "
826,NishaMadhulika,"13,700,000","2,939,201,386",India,IN,Howto,"$5,600 ","$88,900 ","$66,700 ","$1,100,000 "
827,MyMissAunknownd,"13,700,000","4,963,275,018",India,IN,Entertainment,"$7,000 ","$111,500 ","$83,600 ","$1,300,000 "
828,FAPTV,"13,700,000","5,457,203,710",Vietnam,VN,Comedy,"$8,800 ","$140,500 ","$105,400 ","$1,700,000 "
829,Wesley Safadï¿½,"13,700,000","8,134,379,376",Brazil,BR,Music,"$16,000 ","$256,200 ","$192,200 ","$3,100,000 "
830,infobells,"13,700,000","5,178,142,148",India,IN,Education,"$6,000 ","$95,600 ","$71,700 ","$1,100,000 "
831,Desi Gamers,"13,700,000","2,135,195,239",unknown,unknown,Tech,$0 ,$0 ,$0 ,$0 
832,Acenix,"13,600,000","2,122,062,016",Spain,ES,Games,"$11,900 ","$189,700 ","$142,300 ","$2,300,000 "
833,Zeinab Harake,"13,600,000","896,891,351",Philippines,PH,People,"$3,000 ","$48,400 ","$36,300 ","$580,200 "
834,DALLMYD,"13,600,000","1,948,925,559",United States,US,Sports,"$7,700 ","$122,700 ","$92,000 ","$1,500,000 "
835,Lindsey Stirling,"13,600,000","3,764,608,356",United States,US,Music,"$3,800 ","$61,100 ","$45,800 ","$733,300 "
836,JOJO TV - Hindi Stories,"13,600,000","5,141,201,173",India,IN,Film,"$2,700 ","$43,100 ","$32,300 ","$516,700 "
837,BBC,"13,600,000","9,685,060,624",United Kingdom,GB,Entertainment,"$11,100 ","$177,700 ","$133,200 ","$2,100,000 "
838,Saturday Night Live,"13,600,000","14,717,282,742",United States,US,Comedy,"$14,200 ","$226,500 ","$169,900 ","$2,700,000 "
839,BUDI01 GAMING,"13,500,000","1,181,292,450",Indonesia,ID,Games,"$3,400 ","$53,700 ","$40,300 ","$644,900 "
840,Typical Gamer,"13,500,000","4,301,581,610",Canada,CA,Games,"$8,100 ","$130,200 ","$97,700 ","$1,600,000 "
841,Anaysa,"13,500,000","3,445,794,123",India,IN,Howto,"$7,400 ","$118,800 ","$89,100 ","$1,400,000 "
842,JULIA GISELLA,"13,500,000","5,380,132,790",United Kingdom,GB,Music,$0 ,$6 ,$5 ,$78 
843,Awakening Music,"13,500,000","5,545,936,485",United Kingdom,GB,Music,"$8,800 ","$141,200 ","$105,900 ","$1,700,000 "
844,Lady Diana,"13,500,000","8,265,920,659",Ukraine,UA,People,"$18,800 ","$300,600 ","$225,500 ","$3,600,000 "
845,Sanjoy Das Official,"13,500,000","3,912,334,359",India,IN,Games,"$44,800 ","$716,900 ","$537,700 ","$8,600,000 "
846,Woody & Kleiny,"13,500,000","11,717,217,293",United Kingdom,GB,Entertainment,"$123,900 ","$2,000,000 ","$1,500,000 ","$23,800,000 "
847,Vijay Kumar Viner Vlogs,"13,500,000","7,958,771,872",India,IN,Entertainment,"$27,500 ","$439,300 ","$329,400 ","$5,300,000 "
848,Conor Maynard,"13,500,000","2,750,993,392",United States,US,Music,"$2,700 ","$43,100 ","$32,400 ","$517,800 "
849,Wengie,"13,500,000","1,900,272,833",United States,US,Howto,$334 ,"$5,300 ","$4,000 ","$64,100 "
850,Vlad y Niki Show,"13,400,000","4,622,628,957",United States,US,Entertainment,"$23,100 ","$368,900 ","$276,700 ","$4,400,000 "
851,Codiscos,"13,400,000","11,789,678,655",Colombia,CO,Music,"$57,200 ","$915,600 ","$686,700 ","$11,000,000 "
852,The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"13,400,000","2,139,769,210",India,IN,People,$261 ,"$4,200 ","$3,100 ","$50,100 "
853,Vibhu 96,"13,400,000","20,563,378",India,IN,Education,"$5,100 ","$81,100 ","$60,800 ","$972,700 "
854,Blockbuster Movies,"13,400,000","2,650,061,211",India,IN,unknown,$0 ,$0 ,$0 ,$0 
855,ATHLEAN-Xï¿½,"13,400,000","2,319,515,787",United States,US,Howto,"$3,600 ","$58,000 ","$43,500 ","$695,900 "
856,My Mate Nate,"13,400,000","3,363,634,923",Thailand,TH,Entertainment,"$10,400 ","$166,700 ","$125,000 ","$2,000,000 "
857,H2ODelirious,"13,400,000","4,356,686,216",United States,US,Games,"$4,200 ","$67,100 ","$50,400 ","$805,700 "
858,GMA Integrated News,"13,400,000","9,569,814,790",Philippines,PH,News,"$28,900 ","$461,800 ","$346,400 ","$5,500,000 "
859,Peet Montzingo,"13,400,000","10,022,557,589",United States,US,People,"$99,400 ","$1,600,000 ","$1,200,000 ","$19,100,000 "
860,The Q,"13,400,000","4,306,212,515",United States,US,Sports,$0 ,$0 ,$0 ,$0 
861,Trakin Tech,"13,300,000","2,262,690,743",India,IN,Tech,"$10,900 ","$174,700 ","$131,000 ","$2,100,000 "
862,theRadBrad,"13,300,000","6,050,102,764",United States,US,Games,"$3,900 ","$62,800 ","$47,100 ","$753,300 "
863,Matt Steffanina,"13,300,000","3,299,216,601",United States,US,Entertainment,$482 ,"$7,700 ","$5,800 ","$92,600 "
864,Stray Kids,"13,300,000","3,364,230,487",unknown,unknown,Comedy,$0 ,$0 ,$0 ,$0 
865,Kurt Hugo Schneider,"13,300,000","3,733,856,870",United States,US,Entertainment,"$1,100 ","$16,900 ","$12,700 ","$203,200 "
866,Vogue,"13,300,000","4,177,184,071",United States,US,People,"$11,300 ","$180,400 ","$135,300 ","$2,200,000 "
867,ýýýýýýýýýýýýýýýýýý,"13,300,000","6,482,687,220",Russia,RU,Entertainment,"$22,600 ","$361,000 ","$270,700 ","$4,300,000 "
868,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"13,300,000","9,088,562,002",United States,US,Education,"$40,500 ","$647,600 ","$485,700 ","$7,800,000 "
869,VexTrex,"13,300,000","7,923,901,253",Ukraine,UA,Entertainment,$0 ,$0 ,$0 ,$0 
870,penguinz0,"13,300,000","7,773,543,609",United States,US,Entertainment,"$47,200 ","$755,800 ","$566,800 ","$9,100,000 "
871,Just For Laughs Gags,"13,300,000","7,406,628,736",United States,US,Comedy,"$4,400 ","$69,900 ","$52,400 ","$838,500 "
872,Kabita's Kitchen,"13,300,000","2,831,275,503",India,IN,Howto,"$10,800 ","$172,500 ","$129,400 ","$2,100,000 "
873,BanderitaX,"13,300,000","4,129,249,415",Saudi Arabia,SA,Games,"$17,700 ","$282,800 ","$212,100 ","$3,400,000 "
874,AzzyLand,"13,300,000","6,412,313,570",Canada,CA,Entertainment,"$1,300 ","$21,500 ","$16,200 ","$258,600 "
875,HUBAï¿½ï¿½,"13,200,000","9,884,886,099",United States,US,Entertainment,"$79,900 ","$1,300,000 ","$958,900 ","$15,300,000 "
876,BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"13,200,000","1,148,422,000",Russia,RU,Entertainment,"$2,200 ","$35,100 ","$26,300 ","$420,900 "
877,Brawl Stars,"13,200,000","2,036,408,398",Finland,FI,Games,"$5,100 ","$81,500 ","$61,100 ","$977,700 "
878,Ei Nerd,"13,200,000","3,568,392,223",unknown,unknown,Games,$0 ,$0 ,$0 ,$0 
879,Sonotek Bhakti,"13,200,000","3,789,736,218",India,IN,Music,"$6,300 ","$101,300 ","$76,000 ","$1,200,000 "
880,Vilmei,"13,200,000","4,205,664,894",Indonesia,ID,People,"$66,100 ","$1,100,000 ","$792,900 ","$12,700,000 "
881,MC Divertida,"13,200,000","5,224,764,969",Brazil,BR,Entertainment,"$16,100 ","$258,100 ","$193,600 ","$3,100,000 "
882,The Infographics Show,"13,200,000","5,263,540,904",United States,US,Education,"$13,000 ","$207,300 ","$155,500 ","$2,500,000 "
883,jbalvinVEVO,"13,200,000","20,743,586,601",Colombia,CO,Music,"$21,600 ","$345,100 ","$258,800 ","$4,100,000 "
884,ýýýýýýTwinsFromRussia,"13,200,000","9,378,175,604",United States,US,People,"$29,800 ","$477,600 ","$358,200 ","$5,700,000 "
885,Technology Gyan,"13,200,000","1,138,262,456",India,IN,Tech,"$4,600 ","$74,100 ","$55,600 ","$888,900 "
886,CookingShooking Hindi,"13,200,000","1,758,603,195",India,IN,Howto,"$2,900 ","$46,000 ","$34,500 ","$551,500 "
887,Ryan Trahan,"13,100,000","2,182,651,464",United States,US,People,$0 ,$1 ,$1 ,$12 
888,Alex Gonzaga Official,"13,100,000","1,401,914,513",Philippines,PH,People,"$2,700 ","$43,400 ","$32,500 ","$520,700 "
889,WiederDude,"13,100,000","2,733,682,792",United States,US,Games,"$14,200 ","$227,600 ","$170,700 ","$2,700,000 "
890,Ian Boggs,"13,100,000","9,110,348,202",unknown,unknown,Entertainment,"$82,300 ","$1,300,000 ","$987,900 ","$15,800,000 "
891,Lokdhun Punjabi,"13,100,000","4,712,624,489",India,IN,Music,"$8,600 ","$137,800 ","$103,300 ","$1,700,000 "
892,Knowledge Tv ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"13,100,000","1,936,582,704",unknown,unknown,People,$0 ,$0 ,$0 ,$0 
893,Painzeiro,"13,100,000","2,555,801,802",Brazil,BR,People,"$11,000 ","$176,000 ","$132,000 ","$2,100,000 "
894,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"13,100,000","4,214,172,991",Brazil,BR,Film,"$6,800 ","$109,400 ","$82,000 ","$1,300,000 "
895,ýýýýýýýýýýýýýýý Ms Yeah,"13,100,000","4,399,833,602",United States,US,Howto,"$15,200 ","$242,600 ","$182,000 ","$2,900,000 "
896,Hungria Hip Hop,"13,100,000","4,608,751,851",Brazil,BR,Music,"$12,100 ","$192,900 ","$144,700 ","$2,300,000 "
897,RaptorGamer,"13,100,000","2,879,263,916",Ecuador,EC,Games,"$15,700 ","$251,600 ","$188,700 ","$3,000,000 "
898,RedeTV,"13,100,000","5,333,569,294",Brazil,BR,Entertainment,"$4,400 ","$70,400 ","$52,800 ","$844,200 "
899,twenty one pilots,"13,100,000","5,264,039,679",United States,US,Music,"$12,700 ","$203,700 ","$152,800 ","$2,400,000 "
900,DJ Khaled,"13,100,000","6,637,820,731",Samoa,WS,Music,$0 ,$2 ,$1 ,$18 
901,Davie504,"13,000,000","2,683,297,849",Italy,IT,Entertainment,"$7,500 ","$119,500 ","$89,600 ","$1,400,000 "
902,Everson Zoio,"13,000,000","1,024,467,771",Brazil,BR,Entertainment,$763 ,"$12,200 ","$9,200 ","$146,500 "
903,Calon Sarjana,"13,000,000","10,664,585",Indonesia,ID,Entertainment,$0 ,$0 ,$0 ,$0 
904,Lofi Girl,"13,000,000","1,698,279,553",France,FR,Music,"$7,600 ","$121,900 ","$91,400 ","$1,500,000 "
905,Jomy Production,"13,000,000","5,057,163,256",India,IN,unknown,$0 ,$0 ,$0 ,$0 
906,GH'S,"13,000,000","8,739,174,649",South Korea,KR,Games,"$270,300 ","$4,300,000 ","$3,200,000 ","$51,900,000 "
907,JesseAndMike,"13,000,000","9,999,238,237",United States,US,Entertainment,"$10,300 ","$164,400 ","$123,300 ","$2,000,000 "
908,Wolfoo Channel,"13,000,000","301,547,793",Pakistan,PK,People,$0 ,$2 ,$2 ,$28 
909,Susy Mouriz,"13,000,000","6,270,909,026",Mexico,MX,Entertainment,"$92,100 ","$1,500,000 ","$1,100,000 ","$17,700,000 "
910,7 Minutoz,"13,000,000","4,349,562,794",Brazil,BR,Music,"$7,400 ","$118,100 ","$88,600 ","$1,400,000 "
911,The LaBrant Fam,"13,000,000","4,637,474,071",United States,US,People,$0 ,$0 ,$0 ,$0 
912,Pastor Antï¿½ï¿½ï¿½ï¿½ï,"12,900,000","2,112,274,210",Brazil,BR,People,"$7,900 ","$127,200 ","$95,400 ","$1,500,000 "
913,Matheus Yurley,"12,900,000","140,022,442",Brazil,BR,Entertainment,$37 ,$591 ,$443 ,"$7,100 "
914,gymvirtual,"12,900,000","2,509,752,944",Spain,ES,Sports,"$3,000 ","$48,000 ","$36,000 ","$575,700 "
915,BIBOï¿½ï¿½ï¿½ï¿½ï,"12,900,000","3,178,222,797",South Korea,KR,Entertainment,"$1,000 ","$16,000 ","$12,000 ","$192,100 "
916,Top Viral Talent,"12,900,000","3,643,698,504",United States,US,Entertainment,"$7,300 ","$117,500 ","$88,100 ","$1,400,000 "
917,Akon,"12,900,000","6,300,933,122",United States,US,Music,"$22,800 ","$365,000 ","$273,700 ","$4,400,000 "
918,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,"12,900,000","7,520,379,951",United Arab Emirates,AE,News,"$20,100 ","$320,900 ","$240,700 ","$3,900,000 "
919,Rauw Alejandro,"12,900,000","11,504,090,820",unknown,unknown,Music,"$51,400 ","$822,200 ","$616,600 ","$9,900,000 "
920,EnriqueIglesiasVEVO,"12,900,000","15,446,707,595",United States,US,Music,"$18,900 ","$303,100 ","$227,300 ","$3,600,000 "
921,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,"12,900,000","5,585,085,130",Ukraine,UA,Entertainment,"$17,800 ","$284,500 ","$213,400 ","$3,400,000 "
922,The Shiny Peanut,"12,900,000","2,848,466,522",Indonesia,ID,Entertainment,$209 ,"$3,400 ","$2,500 ","$40,200 "
923,Talking Angela,"12,800,000","3,632,438,963",United Kingdom,GB,Film,"$7,000 ","$111,800 ","$83,900 ","$1,300,000 "
924,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"12,800,000","5,863,456,698",Iraq,IQ,Comedy,"$8,800 ","$141,300 ","$106,000 ","$1,700,000 "
925,Duo Tiempo De Sol,"12,800,000","6,662,288,136",Spain,ES,Education,"$13,500 ","$216,000 ","$162,000 ","$2,600,000 "
926,Troom Troom India,"12,800,000","6,804,072,897",unknown,unknown,Howto,"$4,300 ","$69,100 ","$51,800 ","$829,000 "
927,MrSuicideSheep,"12,800,000","6,970,899,521",Canada,CA,Entertainment,"$4,500 ","$72,500 ","$54,400 ","$869,600 "
928,Adam W,"12,800,000","9,502,983,550",United States,US,Comedy,"$57,200 ","$915,800 ","$686,900 ","$11,000,000 "
929,Right to Shiksha,"12,800,000","7,876,740,921",India,IN,Education,"$53,400 ","$855,000 ","$641,200 ","$10,300,000 "
930,Beyoncï¿½ï¿½,"12,800,000","14,185,611,472",United States,US,Music,"$22,400 ","$358,300 ","$268,700 ","$4,300,000 "
931,FACT FIRE KING,"12,700,000","1,159,290,255",India,IN,Games,"$12,800 ","$205,200 ","$153,900 ","$2,500,000 "
932,Ian Lucas,"12,700,000","1,450,874,545",unknown,unknown,Entertainment,$0 ,$0 ,$0 ,$0 
933,Franco Escamilla,"12,700,000","4,266,957,149",Mexico,MX,Comedy,"$19,400 ","$309,900 ","$232,400 ","$3,700,000 "
934,Adexe & Nau,"12,700,000","4,579,773,883",Spain,ES,Music,"$2,500 ","$40,300 ","$30,200 ","$484,000 "
935,Diana and Roma IND,"12,700,000","5,567,832,210",United States,US,Entertainment,"$11,700 ","$186,400 ","$139,800 ","$2,200,000 "
936,Jass Records,"12,700,000","5,958,994,201",unknown,unknown,Music,$0 ,$0 ,$0 ,$0 
937,Future,"12,700,000","9,927,699,419",United States,US,Film,$118 ,"$1,900 ","$1,400 ","$22,700 "
938,YoungBoy Never Broke Again,"12,700,000","13,174,393,401",United States,US,Music,"$42,500 ","$679,900 ","$509,900 ","$8,200,000 "
939,Blossom,"12,700,000","4,733,873,025",United States,US,Howto,"$11,000 ","$175,500 ","$131,600 ","$2,100,000 "
940,#Refï¿½ï¿½ï¿½ï¿½,"12,700,000","2,709,954,270",unknown,unknown,Entertainment,"$1,700 ","$27,800 ","$20,800 ","$333,200 "
941,Piuzinho,"12,700,000","1,081,285,962",Brazil,BR,Games,$905 ,"$14,500 ","$10,900 ","$173,700 "
942,Heidi y Zidane,"12,700,000","6,001,189,018",United States,US,People,"$4,000 ","$64,500 ","$48,400 ","$773,600 "
943,Go Ami Go!,"12,700,000","1,714,955,279",Colombia,CO,People,"$81,900 ","$1,300,000 ","$982,800 ","$15,700,000 "
944,Morgz,"12,600,000","3,303,595,310",United Kingdom,GB,Entertainment,"$14,700 ","$235,400 ","$176,500 ","$2,800,000 "
945,CaseyNeistat,"12,600,000","3,152,402,405",United States,US,People,"$1,500 ","$23,800 ","$17,900 ","$285,700 "
946,ýýýýýýýýýSULGI,"12,600,000","3,485,373,675",South Korea,KR,People,"$28,300 ","$452,500 ","$339,400 ","$5,400,000 "
947,NickiMinajAtVEVO,"12,600,000","8,831,179,714",United States,US,Music,"$8,800 ","$140,100 ","$105,100 ","$1,700,000 "
948,Ellie Goulding,"12,600,000","6,969,178,081",United Kingdom,GB,Music,"$9,200 ","$146,700 ","$110,000 ","$1,800,000 "
949,colinfurze,"12,500,000","1,612,094,871",United Kingdom,GB,Entertainment,"$2,100 ","$33,900 ","$25,400 ","$407,200 "
950,People Vs Food,"12,500,000","1,136,534,702",United States,US,Entertainment,"$3,800 ","$61,400 ","$46,000 ","$736,300 "
951,Wolfoo Family,"12,500,000","161,254,021",United States,US,Film,$0 ,$0 ,$0 ,$0 
952,Ja Mill,"12,500,000","1,302,818,088",unknown,unknown,unknown,$0 ,$0 ,$0 ,$0 
953,Health Time,"12,500,000","1,002,219,689",India,IN,People,$349 ,"$5,600 ","$4,200 ","$66,900 "
954,Yair17,"12,500,000","1,402,042,328",Mexico,MX,Games,"$2,200 ","$35,500 ","$26,600 ","$425,700 "
955,Little Baby Bum en Espaï¿½ï,"12,500,000","6,956,320,454",Spain,ES,Education,"$4,100 ","$65,300 ","$49,000 ","$783,300 "
956,First We Feast,"12,500,000","2,983,799,729",United States,US,Entertainment,"$27,800 ","$445,000 ","$333,800 ","$5,300,000 "
957,Mï¿½ï¿½ï¿½ï¿½,"12,500,000","3,140,883,140",Mexico,MX,Entertainment,"$7,800 ","$124,000 ","$93,000 ","$1,500,000 "
958,Bebefinn - Nursery Rhymes & Kids Songs,"12,500,000","4,163,639,093",United States,US,Entertainment,$0 ,$0 ,$0 ,$0 
959,Troom Troom PT,"12,500,000","4,384,177,908",unknown,unknown,Howto,"$3,400 ","$54,000 ","$40,500 ","$648,100 "
960,Parafernalha,"12,500,000","4,625,777,945",Brazil,BR,Entertainment,"$1,800 ","$28,600 ","$21,500 ","$343,600 "
961,NDTV,"12,500,000","4,935,793,409",India,IN,News,"$14,600 ","$234,100 ","$175,600 ","$2,800,000 "
962,elcarteldesantatv,"12,500,000","7,489,455,451",Mexico,MX,Entertainment,"$29,000 ","$463,500 ","$347,600 ","$5,600,000 "
963,Family Fitness,"12,500,000","10,384,848,759",India,IN,Entertainment,"$58,900 ","$942,900 ","$707,100 ","$11,300,000 "
964,Zee Tamil,"12,500,000","11,552,190,002",India,IN,Entertainment,"$87,500 ","$1,400,000 ","$1,000,000 ","$16,800,000 "
965,Flowers Comedy,"12,500,000","11,691,081,301",India,IN,Entertainment,"$45,000 ","$720,100 ","$540,100 ","$8,600,000 "
966,Mundo Bita,"12,500,000","16,690,788,752",Brazil,BR,Music,"$53,400 ","$854,800 ","$641,100 ","$10,300,000 "
967,Wave Music Bhakti,"12,500,000","5,146,004,207",India,IN,Music,"$2,800 ","$44,300 ","$33,200 ","$531,800 "
968,Troom Troom Indonesia,"12,500,000","5,379,684,248",unknown,unknown,People,$0 ,$0 ,$0 ,$0 
969,CKM,"12,500,000","4,465,772,496",India,IN,Comedy,"$3,300 ","$52,600 ","$39,400 ","$630,800 "
970,Quantum Tech HD,"12,500,000","4,340,213,066",Pakistan,PK,unknown,$2 ,$35 ,$26 ,$419 
971,_vector_,"12,400,000","7,597,013,023",United States,US,Comedy,"$225,900 ","$3,600,000 ","$2,700,000 ","$43,400,000 "
972,DEV Ke Facts,"12,400,000","1,971,226,335",India,IN,Education,"$68,400 ","$1,100,000 ","$821,000 ","$13,100,000 "
973,Hero Movies 2023,"12,400,000","1,689,090,619",unknown,unknown,People,"$5,500 ","$87,300 ","$65,500 ","$1,000,000 "
974,LOUD,"12,400,000","2,394,143,260",United States,US,Entertainment,$7 ,$110 ,$83 ,"$1,300 "
975,Gibby :),"12,400,000","2,862,685,032",Mexico,MX,People,"$2,600 ","$41,100 ","$30,800 ","$493,300 "
976,Gustavo Parï¿½ï¿½,"12,400,000","2,602,614,088",Brazil,BR,Comedy,$0 ,$0 ,$0 ,$0 
977,SAAIHALILINTAR,"12,400,000","1,113,066,203",Indonesia,ID,Entertainment,$202 ,"$3,200 ","$2,400 ","$38,700 "
978,Timba Vk,"12,400,000","2,840,137,980",Spain,ES,Games,"$6,000 ","$96,100 ","$72,100 ","$1,200,000 "
979,Heidi and Zidane HZHtube,"12,400,000","4,021,409,291",Canada,CA,Entertainment,"$2,400 ","$38,400 ","$28,800 ","$460,600 "
980,DaniRep |  Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"12,400,000","6,933,660,906",Spain,ES,Games,"$20,700 ","$330,600 ","$247,900 ","$4,000,000 "
981,Zee Kids,"12,400,000","7,683,670,251",India,IN,Entertainment,"$23,800 ","$380,700 ","$285,500 ","$4,600,000 "
982,Pari's Lifestyle,"12,400,000","7,741,764,747",India,IN,People,"$9,500 ","$152,700 ","$114,500 ","$1,800,000 "
983,DisneyChannelUK,"12,400,000","12,607,488,647",United Kingdom,GB,Entertainment,"$8,700 ","$139,000 ","$104,300 ","$1,700,000 "
984,MoniLina,"12,400,000","16,086,808,918",United States,US,People,$0 ,$0 ,$0 ,$0 
985,bharatzkitchen HINDI,"12,400,000","2,315,226,648",India,IN,Howto,"$7,700 ","$123,900 ","$92,900 ","$1,500,000 "
986,TKOR,"12,400,000","3,392,022,527",unknown,unknown,People,$0 ,$0 ,$0 ,$0 
987,ANNA KOVA,"12,400,000","13,959,586,308",unknown,unknown,Film,$0 ,$0 ,$0 ,$0 
988,Avril Lavigne,"12,400,000","6,202,090,191",United States,US,Music,"$12,500 ","$200,800 ","$150,600 ","$2,400,000 "
989,Caylus,"12,400,000","4,779,139,505",United States,US,Games,"$44,400 ","$710,400 ","$532,800 ","$8,500,000 "
990,Migos ATL,"12,400,000","6,993,406,259",United States,US,Entertainment,"$12,400 ","$197,600 ","$148,200 ","$2,400,000 "
991,Natan por Aï¿,"12,300,000","9,029,609,749",Brazil,BR,Entertainment,"$138,100 ","$2,200,000 ","$1,700,000 ","$26,500,000 "
992,Free Fire India Official,"12,300,000","1,674,409,945",India,IN,Games,"$16,200 ","$258,900 ","$194,200 ","$3,100,000 "
993,Panda,"12,300,000","2,214,684,303",United Kingdom,GB,Games,$17 ,$268 ,$201 ,"$3,200 "
994,RobTopGames,"12,300,000","374,123,483",Sweden,SE,Games,$968 ,"$15,500 ","$11,600 ","$185,800 "
995,Make Joke Of,"12,300,000","2,129,773,714",India,IN,Comedy,"$6,000 ","$96,000 ","$72,000 ","$1,200,000 "
